date,date_number,country,state,fips,total_confirmed,total_deaths,total_recovered,total_hospitalized,total_tested,active,tests_rate,hospitalize_rate,mortality_rate,incident_rate
2020-04-26,14,US,Minnesota,27.0,3602,272,1774.0,829.0,58987.0,3330.0,1192.5127657311934,23.014991671293725,7.551360355358135,72.81996002786647
2020-04-26,14,US,Mississippi,28.0,5911,227,,1001.0,60788.0,5684.0,2099.6088015844125,16.934528844527154,3.8402977499577062,204.16509222487102
2020-04-26,14,US,Missouri,29.0,7120,283,,679.0,69748.0,6837.0,1190.3494112764051,9.536516853932584,3.974719101123596,121.51298687113615
2020-04-26,14,US,Montana,30.0,448,14,339.0,61.0,12862.0,434.0,1485.2416953141326,13.616071428571427,3.125,51.73287820717863
2020-04-26,14,US,Nebraska,31.0,3028,56,,,21228.0,2972.0,1391.7517662423486,,1.8494055482166447,198.52196854069308
2020-04-26,14,US,Nevada,32.0,4734,206,,,38186.0,4528.0,1265.8215259934955,,4.351499788762146,156.92659885961368
2020-04-26,14,US,New Hampshire,33.0,1864,60,777.0,238.0,18751.0,1804.0,1411.815550676581,12.76824034334764,3.218884120171674,140.34580483500332
2020-04-26,14,US,New Jersey,34.0,109038,5938,,6573.0,223144.0,103100.0,2512.263304432803,6.02817366422715,5.44580788349016,1227.6026520486505
2020-04-26,14,US,New Mexico,35.0,2726,99,614.0,412.0,53735.0,2627.0,3222.4249834935804,15.11371973587674,3.631694790902421,163.4750256816507
2020-04-26,14,US,New York,36.0,288045,22269,23887.0,57103.0,805350.0,265776.0,4776.400011268592,19.824333003523755,7.73108368484091,1708.3480986476209
2020-04-26,14,US,North Carolina,37.0,8997,324,,451.0,107894.0,8673.0,1087.8741665931461,5.012782038457264,3.601200400133378,90.71499691214096
2020-04-26,14,US,North Dakota,38.0,867,17,326.0,71.0,20717.0,850.0,3416.2904135431336,8.189158016147635,1.96078431372549,142.9706901839985
2020-04-26,14,US,Northern Mariana Islands,69.0,14,2,11.0,,65.0,12.0,117.87320470042073,,14.285714285714285,25.388074858552155
2020-04-26,14,US,Ohio,39.0,15972,728,,3178.0,115783.0,15244.0,1036.1951912767836,19.89732031054345,4.557976458802905,142.94075637246215
2020-04-26,14,US,Oklahoma,40.0,3254,195,2139.0,653.0,53144.0,3059.0,1452.9611218618375,20.067609096496614,5.992624462200369,88.96461483024271
2020-04-26,14,US,Oregon,41.0,2311,92,,546.0,48964.0,2219.0,1221.9390008769494,23.626135871916922,3.9809606231068795,57.67300529014439
2020-04-26,14,US,Pennsylvania,42.0,42616,1816,,2736.0,198593.0,40800.0,1577.700475320868,6.420123897127839,4.261310305988361,338.55817403571183
2020-04-26,14,US,Puerto Rico,72.0,1371,84,,,10684.0,1287.0,364.2180017235925,,6.12691466083151,46.73744668317534
2020-04-26,14,US,Rhode Island,44.0,7439,226,433.0,691.0,53403.0,7213.0,5041.057769730998,9.28888291437021,3.0380427476811405,702.2157696951276
2020-04-26,14,US,South Carolina,45.0,5498,174,3701.0,944.0,50761.0,5324.0,1007.167694284198,17.169879956347767,3.1647871953437616,109.08784269763242
2020-04-26,14,US,South Dakota,46.0,2212,11,1257.0,135.0,16274.0,2201.0,2211.4658129182003,6.1030741410488245,0.4972875226039783,300.58758622189123
2020-04-26,14,US,Tennessee,47.0,9667,181,4527.0,828.0,148221.0,9486.0,2257.770038335525,8.565221888900382,1.8723492293369195,147.25216373246383
2020-04-26,14,US,Texas,48.0,24967,651,10763.0,1542.0,276021.0,24316.0,1200.8974197940954,6.176152521328152,2.6074418232066328,108.62508968520216
2020-04-26,14,US,Utah,49.0,4123,41,1568.0,345.0,95702.0,4082.0,3339.3559120717464,8.367693427116178,0.994421537715256,143.86496024609528
2020-04-26,14,US,Vermont,50.0,851,46,,34.0,14797.0,805.0,2423.3897977533247,3.9952996474735607,5.405405405405406,139.37316468798264
2020-04-26,14,US,Virgin Islands,78.0,57,4,51.0,,757.0,53.0,705.7090651452437,,7.0175438596491215,53.13793489204609
2020-04-26,14,US,Virginia,51.0,12970,449,1815.0,2014.0,76118.0,12521.0,962.637990800824,15.528141865844256,3.4618350038550503,164.02709924967402
2020-04-26,14,US,Washington,53.0,13521,749,,508.0,170594.0,12772.0,2259.70185986892,3.757118556319799,5.539531099770727,179.10025468239013
2020-04-26,14,US,West Virginia,54.0,1055,34,455.0,100.0,39063.0,1021.0,2952.6121732610327,9.47867298578199,3.2227488151658767,79.74312886338453
2020-04-26,14,US,Wisconsin,55.0,5912,272,,1397.0,65146.0,5640.0,1258.9642696950145,23.629905277401896,4.600811907983761,114.25101713745931
2020-04-26,14,US,Wyoming,56.0,502,7,334.0,54.0,8159.0,495.0,1640.8575335853916,10.756972111553784,1.3944223107569722,100.95728420883276
2020-04-26,14,US,Recovered,,0,0,106988.0,,,-106988.0,,,,
2020-04-27,15,US,Alabama,1.0,6539,228,,872.0,73997.0,6311.0,1578.1323411454764,13.335372381098027,3.4867716776265483,139.45710473060086
2020-04-27,15,US,Alaska,2.0,345,9,218.0,10.0,16256.0,336.0,2719.5361263674217,2.898550724637681,2.608695652173913,57.71653319369836
2020-04-27,15,US,American Samoa,60.0,0,0,,,3.0,,5.3917075537822825,,,0.0
2020-04-27,15,US,Arizona,4.0,6725,275,1418.0,1051.0,66543.0,6450.0,914.2133153411514,15.628252788104088,4.089219330855019,92.39265656296296
2020-04-27,15,US,Arkansas,5.0,3069,51,987.0,109.0,40457.0,3018.0,1562.6333753954668,3.551645487129358,1.66177908113392,118.53874061568304
2020-04-27,15,US,California,6.0,44966,1779,,4878.0,553409.0,43187.0,1411.4472786851466,10.848196415069165,3.956322554819197,114.68396490363598
2020-04-27,15,US,Colorado,8.0,13879,706,2150.0,2438.0,63274.0,13173.0,1116.5711661916496,17.566107068232586,5.086821817133798,244.9172047851235
2020-04-27,15,US,Connecticut,9.0,25997,2012,,1758.0,79811.0,23985.0,2238.557513041727,6.762318729084124,7.7393545409085664,729.1699097435915
2020-04-27,15,US,Delaware,10.0,4162,125,996.0,325.0,19616.0,4037.0,2014.4511401119776,7.808745795290727,3.00336376741951,427.4136238349332
2020-04-27,15,US,Diamond Princess,88888.0,49,0,0.0,,,49.0,,,0.0,
2020-04-27,15,US,District of Columbia,11.0,3892,185,659.0,402.0,18416.0,3707.0,2609.4262974513604,10.328879753340184,4.753340184994862,551.4708487011671
2020-04-27,15,US,Florida,12.0,32138,1088,,5211.0,356463.0,31050.0,1678.847146695041,16.214450183583295,3.3854004605140333,151.36154271406912
2020-04-27,15,US,Georgia,13.0,24302,995,,4681.0,127169.0,23307.0,1254.2072291704244,19.26178915315612,4.094313225248952,239.67904193081384
2020-04-27,15,US,Grand Princess,99999.0,103,3,0.0,,,100.0,,,2.9126213592233015,
2020-04-27,15,US,Guam,66.0,141,5,128.0,3.0,1568.0,136.0,954.7643838786086,2.127659574468085,3.5460992907801416,85.85572584622692
2020-04-27,15,US,Hawaii,15.0,607,16,488.0,68.0,29010.0,591.0,2049.0384846297393,11.202635914332783,2.6359143327841843,42.87371113996042
2020-04-27,15,US,Idaho,16.0,1897,56,983.0,169.0,19895.0,1841.0,1235.3329438055455,8.908803373748023,2.9520295202952034,117.7897257803026
2020-04-27,15,US,Illinois,17.0,45883,1983,,4672.0,227628.0,43900.0,1939.6279014043787,10.18242050432622,4.32186212758538,390.97100093194643
2020-04-27,15,US,Indiana,18.0,15961,844,,1493.0,84476.0,15117.0,1290.8936041200527,9.354050498089093,5.287889229998121,243.90303536341872
2020-04-27,15,US,Iowa,19.0,5868,127,2021.0,300.0,38150.0,5741.0,1455.710716892693,5.112474437627811,2.16428084526244,223.90853176215785
2020-04-27,15,US,Kansas,20.0,3473,126,,496.0,27167.0,3347.0,1114.0920111150845,14.281600921393606,3.627987330837892,142.42432195688474
2020-04-27,15,US,Kentucky,21.0,4156,213,1511.0,1274.0,48474.0,3943.0,1416.0008623250706,30.654475457170356,5.1251203079884515,121.40321788635129
2020-04-27,15,US,Louisiana,22.0,27068,1740,17303.0,1683.0,146989.0,25328.0,3197.3133597229307,6.217674006206591,6.428254765775084,588.7847255303477
2020-04-27,15,US,Maine,23.0,1023,51,549.0,161.0,17807.0,972.0,1516.7724866823507,15.73802541544477,4.98533724340176,87.13754444185123
2020-04-27,15,US,Maryland,24.0,19487,945,1263.0,4101.0,104976.0,18542.0,1766.2810526413198,21.04479909683379,4.849386770667625,327.87988561977414
2020-04-27,15,US,Massachusetts,25.0,56462,3003,,5237.0,244887.0,53459.0,3567.8195604399452,9.275264779851936,5.318621373667245,822.6089095034042
2020-04-27,15,US,Michigan,26.0,38210,3407,8342.0,2667.0,157760.0,34803.0,1980.1038224061751,6.979848207275583,8.91651400157027,479.5877729091021
2020-04-27,15,US,Minnesota,27.0,3811,286,1842.0,861.0,61268.0,3525.0,1238.6266826727715,22.59249540802939,7.504591970611387,77.04521589844506
2020-04-27,15,US,Mississippi,28.0,6094,229,,1060.0,63462.0,5865.0,2191.968378070507,17.394158188382015,3.757794552018378,210.48588597840703
2020-04-27,15,US,Missouri,29.0,7305,343,,679.0,71106.0,6962.0,1213.5256242217708,9.295003422313483,4.695414099931553,124.67027655809687
2020-04-27,15,US,Montana,30.0,449,14,352.0,61.0,13033.0,435.0,1504.9879501655334,13.585746102449887,3.11804008908686,51.848353381748225
2020-04-27,15,US,Nebraska,31.0,3358,56,,,22363.0,3302.0,1466.1647234067104,,1.6676593210244193,220.15745388363518
2020-04-27,15,US,Nevada,32.0,4700,206,,,38813.0,4494.0,1286.605847388717,,4.382978723404255,155.7995383692827
2020-04-27,15,US,New Hampshire,33.0,1938,60,779.0,242.0,19724.0,1878.0,1485.0754584579431,12.487100103199177,3.095975232198142,145.91747305270198
2020-04-27,15,US,New Jersey,34.0,111188,6044,,6407.0,227775.0,105144.0,2564.401346965107,5.762312479764002,5.435838399827318,1251.8083941010045
2020-04-27,15,US,New Mexico,35.0,2825,99,650.0,412.0,56615.0,2726.0,3395.1352087185082,14.584070796460175,3.504424778761062,169.4119396737576
2020-04-27,15,US,New York,36.0,291996,22668,23887.0,57103.0,826095.0,269328.0,4899.435235995439,19.55608980944945,7.763120042740311,1731.7808377604565
2020-04-27,15,US,North Carolina,37.0,9321,340,,473.0,109920.0,8981.0,1108.3019295968138,5.016970725498515,3.6062791684344506,95.06068588281259
2020-04-27,15,US,North Dakota,38.0,942,19,350.0,77.0,22434.0,923.0,3699.428447044778,8.174097664543524,2.0169851380042463,155.3383969473202
2020-04-27,15,US,Northern Mariana Islands,69.0,14,2,11.0,,65.0,12.0,117.87320470042073,,14.285714285714285,25.388074858552155
2020-04-27,15,US,Ohio,39.0,16325,753,,3232.0,119391.0,15572.0,1068.4848387218026,19.797856049004594,4.612557427258807,146.0999153381195
2020-04-27,15,US,Oklahoma,40.0,3281,197,2167.0,656.0,53171.0,3084.0,1453.6993039762867,19.993904297470287,6.004266991770803,89.70279694469156
2020-04-27,15,US,Oregon,41.0,2354,92,,554.0,51198.0,2262.0,1277.690404519607,23.534409515717925,3.908241291418861,58.74610750887057
2020-04-27,15,US,Pennsylvania,42.0,43558,1886,,2800.0,203422.0,41672.0,1616.0639402734314,6.42821066164654,4.329859038523348,346.0417905164148
2020-04-27,15,US,Puerto Rico,72.0,1389,84,,,10702.0,1305.0,364.83162246779165,,6.047516198704103,47.35106742737457
2020-04-27,15,US,Rhode Island,44.0,7708,233,452.0,718.0,55885.0,7475.0,5275.3499515273825,9.314997405293203,3.0228334198235602,727.6084356513029
2020-04-27,15,US,South Carolina,45.0,5613,177,3701.0,944.0,50761.0,5436.0,1007.167694284198,16.818100837341884,3.1533939070016035,111.36960004761929
2020-04-27,15,US,South Dakota,46.0,2244,11,1316.0,150.0,16375.0,2233.0,2225.1906529762523,6.684491978609627,0.4901960784313725,304.9360503986998
2020-04-27,15,US,Tennessee,47.0,9918,184,4720.0,837.0,154402.0,9734.0,2351.921856275978,8.439201451905626,1.8552127445049404,151.07551048914618
2020-04-27,15,US,Texas,48.0,25321,666,11170.0,1563.0,290517.0,24655.0,1263.9658421146264,6.17274199281229,2.6302278740966,110.16525397200321
2020-04-27,15,US,Utah,49.0,4236,41,1641.0,349.0,100195.0,4195.0,3496.131382939005,8.23890462700661,0.967894239848914,147.80789997634238
2020-04-27,15,US,Vermont,50.0,855,47,,33.0,15073.0,808.0,2468.591905219697,3.8596491228070176,5.497076023391813,140.02826769474166
2020-04-27,15,US,Virgin Islands,78.0,57,4,51.0,,775.0,53.0,722.4894656374687,,7.0175438596491215,53.13793489204609
2020-04-27,15,US,Virginia,51.0,13538,460,1843.0,3298.0,80679.0,13078.0,1020.3193785940207,24.361057763332838,3.3978431082877827,171.2103985845865
2020-04-27,15,US,Washington,53.0,13686,764,,536.0,175477.0,12922.0,2324.3824710377758,3.9164109308782704,5.5823469238638035,181.285857967842
2020-04-27,15,US,West Virginia,54.0,1063,34,455.0,100.0,43039.0,1029.0,3253.141728105409,9.407337723424273,3.1984948259642523,80.3478160964718
2020-04-27,15,US,Wisconsin,55.0,6081,281,,1415.0,67392.0,5800.0,1302.368834054069,23.269199144877486,4.620950501562243,117.51698836483256
2020-04-27,15,US,Wyoming,56.0,520,7,342.0,54.0,8167.0,513.0,1642.4664146086398,10.384615384615383,1.3461538461538465,104.57726651114149
2020-04-27,15,US,Recovered,,0,0,111424.0,,,-111424.0,,,,
2020-04-28,16,US,Alabama,1.0,6750,242,,911.0,75827.0,6508.0,1617.1607096509051,13.496296296296293,3.585185185185185,143.9570969462541
2020-04-28,16,US,Alaska,2.0,351,9,228.0,,17089.0,342.0,2858.892277527859,,2.5641025641025643,58.72029898837138
2020-04-28,16,US,American Samoa,60.0,0,0,,,3.0,,5.3917075537822825,,,0.0
2020-04-28,16,US,Arizona,4.0,6955,275,1450.0,1095.0,67438.0,6680.0,926.5094384078952,15.744069015097054,3.9539899352983454,95.55255411084124
2020-04-28,16,US,Arkansas,5.0,3127,57,1146.0,,40671.0,3070.0,1570.8990288629666,,1.8228333866325552,120.77896445266892
2020-04-28,16,US,California,6.0,46164,1864,,,577608.0,44300.0,1473.1658497544672,,4.037778355428474,117.7394154652727
2020-04-28,16,US,Colorado,8.0,14316,736,2275.0,2485.0,66341.0,13580.0,1170.6932979789522,17.358200614696838,5.1411008661637325,252.62877035116563
2020-04-28,16,US,Connecticut,9.0,26312,2087,,,92745.0,24225.0,2601.3333568938488,,7.931742170872606,738.005103095487
2020-04-28,16,US,Delaware,10.0,4575,137,1096.0,,21180.0,4438.0,2175.0650054838748,,2.9945355191256837,469.82636449899564
2020-04-28,16,US,Diamond Princess,88888.0,49,0,0.0,,,49.0,,,0.0,
2020-04-28,16,US,District of Columbia,11.0,3994,190,660.0,,18885.0,3804.0,2675.8805184279395,,4.757135703555333,565.9235790628113
2020-04-28,16,US,Florida,12.0,32848,1171,,5266.0,366875.0,31677.0,1727.8849332013226,16.03141743789576,3.564905017048222,154.70545631563078
2020-04-28,16,US,Georgia,13.0,24922,1036,,4814.0,140020.0,23886.0,1380.9505164658276,19.316266752267076,4.156969745606292,245.7938063945248
2020-04-28,16,US,Grand Princess,99999.0,103,3,0.0,,,100.0,,,2.9126213592233015,
2020-04-28,16,US,Guam,66.0,141,5,129.0,,1683.0,136.0,1024.7885574411341,,3.5460992907801416,85.85572584622692
2020-04-28,16,US,Hawaii,15.0,609,16,493.0,68.0,29183.0,593.0,2061.2578454653462,11.16584564860427,2.6272577996715927,43.014975427077246
2020-04-28,16,US,Idaho,16.0,1952,60,1039.0,172.0,20052.0,1892.0,1245.081487267595,8.811475409836065,3.0737704918032787,121.20482062369568
2020-04-28,16,US,Illinois,17.0,48102,2125,,,242189.0,45977.0,2063.70280375536,,4.4176957299072805,409.87919462172243
2020-04-28,16,US,Indiana,18.0,16588,901,,,87181.0,15687.0,1332.22921659158,,5.431637328189052,253.48433999175427
2020-04-28,16,US,Iowa,19.0,6376,136,2164.0,,39823.0,6240.0,1519.5483061289044,,2.132998745294856,243.29256961750485
2020-04-28,16,US,Kansas,20.0,3652,127,,504.0,28090.0,3525.0,1151.9433353783165,13.800657174151151,3.4775465498357065,149.76493630479212
2020-04-28,16,US,Kentucky,21.0,4375,225,1521.0,1281.0,48799.0,4150.0,1425.494617333026,29.28,5.142857142857143,127.80054818401993
2020-04-28,16,US,Louisiana,22.0,27286,1801,17303.0,,151108.0,25485.0,3286.91008960543,,6.600454445503187,593.5266743320923
2020-04-28,16,US,Maine,23.0,1040,51,585.0,163.0,17824.0,989.0,1518.2205201676993,15.673076923076925,4.903846153846153,88.58557792719971
2020-04-28,16,US,Maryland,24.0,20113,1016,1295.0,4268.0,107785.0,19097.0,1813.544079208054,21.220106398846518,5.0514592552080755,338.4126925371025
2020-04-28,16,US,Massachusetts,25.0,58302,3153,,5515.0,254500.0,55149.0,3707.873746389012,9.45936674556619,5.40804775136359,849.4163267660989
2020-04-28,16,US,Michigan,26.0,39262,3568,8342.0,,164805.0,35694.0,2068.528210266542,,9.087667464724161,492.7918120899546
2020-04-28,16,US,Minnesota,27.0,4181,301,1912.0,912.0,63829.0,3880.0,1290.4012294888087,21.81296340588376,7.199234632862952,84.52533394683779
2020-04-28,16,US,Mississippi,28.0,6342,239,,1088.0,64412.0,6103.0,2224.781241818372,17.155471460107222,3.7685272784610535,219.0517704094285
2020-04-28,16,US,Missouri,29.0,7450,330,,,73503.0,7120.0,1254.4338587063373,,4.429530201342282,127.14490901544443
2020-04-28,16,US,Montana,30.0,451,15,356.0,61.0,13191.0,436.0,1523.2330277475296,13.525498891352552,3.3259423503325944,52.079303730887425
2020-04-28,16,US,Nebraska,31.0,3517,56,,,23605.0,3461.0,1547.592822788329,,1.592266135911288,230.5818240943255
2020-04-28,16,US,Nevada,32.0,4821,219,,,40119.0,4602.0,1329.898229752607,,4.542626011200996,159.81054776134297
2020-04-28,16,US,New Hampshire,33.0,2010,60,798.0,246.0,20145.0,1950.0,1516.7737330478228,12.238805970149254,2.985074626865672,151.33855564289522
2020-04-28,16,US,New Jersey,34.0,113856,6442,15642.0,,234359.0,107414.0,2638.527210068688,,5.658024170882517,1281.8460312152747
2020-04-28,16,US,New Mexico,35.0,2974,105,666.0,481.0,58803.0,2869.0,3526.347004826891,16.17350369872226,3.5305985205110963,178.34729507601952
2020-04-28,16,US,New York,36.0,295106,22912,51630.0,64275.0,844994.0,272194.0,5011.5221346270455,21.780309448130502,7.763989888379091,1750.2257425037922
2020-04-28,16,US,North Carolina,37.0,9755,363,,,112752.0,9392.0,1136.8564334597886,,3.72116863147104,98.35776312970268
2020-04-28,16,US,North Dakota,38.0,991,19,409.0,79.0,23723.0,972.0,3911.9881006170654,7.9717457114026224,1.917255297679112,163.4186320326903
2020-04-28,16,US,Northern Mariana Islands,69.0,14,2,12.0,,65.0,12.0,117.87320470042073,,14.285714285714285,25.388074858552155
2020-04-28,16,US,Ohio,39.0,16769,799,,3340.0,122706.0,15970.0,1098.1522947307376,19.917705289522328,4.764744468960582,150.0734750569633
2020-04-28,16,US,Oklahoma,40.0,3410,207,2260.0,656.0,59699.0,3203.0,1632.17533520303,19.237536656891496,6.070381231671554,93.22966704705827
2020-04-28,16,US,Oregon,41.0,2385,99,,554.0,51198.0,2286.0,1277.690404519607,23.228511530398322,4.150943396226415,59.51973934097549
2020-04-28,16,US,Pennsylvania,42.0,45137,2046,,,209088.0,43091.0,1661.0768606340084,,4.532866606110288,358.58598417143617
2020-04-28,16,US,Puerto Rico,72.0,1400,86,,,10713.0,1314.0,365.2066129225802,,6.142857142857142,47.726057882163
2020-04-28,16,US,Rhode Island,44.0,7927,239,466.0,732.0,57693.0,7688.0,5446.018873641751,9.234262646650688,3.01501198435726,748.2812752215723
2020-04-28,16,US,South Carolina,45.0,5735,192,2830.0,944.0,52145.0,5543.0,1034.6281479570832,16.460331299040977,3.347863993025283,113.79024697543144
2020-04-28,16,US,South Dakota,46.0,2313,11,1392.0,157.0,16612.0,2302.0,2257.3964657857405,6.787721573713792,0.4755728491137051,314.3124262799432
2020-04-28,16,US,Tennessee,47.0,10052,188,4921.0,894.0,161928.0,9864.0,2466.561329147657,8.89375248706725,1.8702745722244332,153.11665975366986
2020-04-28,16,US,Texas,48.0,26357,719,11786.0,,300384.0,25638.0,1306.8946585492758,,2.7279280646507567,114.67262742151135
2020-04-28,16,US,Utah,49.0,4345,41,1704.0,370.0,102439.0,4304.0,3574.4318851927615,8.51553509781358,0.9436133486766398,151.61126661879308
2020-04-28,16,US,Vermont,50.0,862,47,,,15215.0,815.0,2491.8480619596426,,5.452436194895592,141.17469795657
2020-04-28,16,US,Virgin Islands,78.0,57,4,51.0,,778.0,53.0,725.2861990528396,,7.0175438596491215,53.13793489204609
2020-04-28,16,US,Virginia,51.0,14339,492,1914.0,3422.0,82753.0,13847.0,1046.5485384894582,23.864983611130487,3.4312016179649905,181.34036824526413
2020-04-28,16,US,Washington,53.0,13842,786,,,179679.0,13056.0,2380.0425013739496,,5.678370177719983,183.3522465286328
2020-04-28,16,US,West Virginia,54.0,1095,38,481.0,,43055.0,1057.0,3254.351102571584,,3.470319634703196,82.7665650288209
2020-04-28,16,US,Wisconsin,55.0,6289,300,,1456.0,69824.0,5989.0,1349.3678992905886,23.151534425186835,4.770233741453331,121.53664526006119
2020-04-28,16,US,Wyoming,56.0,536,7,343.0,56.0,8615.0,529.0,1732.5637519105462,10.447761194029852,1.3059701492537314,107.79502855763815
2020-04-28,16,US,Recovered,,0,0,115936.0,,,-115936.0,,,,
2020-04-29,17,US,Alabama,1.0,6912,256,,945.0,80449.0,6656.0,1715.7339988487695,13.671875,3.703703703703704,147.41206727296418
2020-04-29,17,US,Alaska,2.0,355,9,240.0,,19119.0,346.0,3198.499704725562,,2.5352112676056344,59.389476184820055
2020-04-29,17,US,American Samoa,60.0,0,0,,,3.0,,5.3917075537822825,,,0.0
2020-04-29,17,US,Arizona,4.0,7209,308,1475.0,1131.0,68813.0,6901.0,945.4001302702112,15.688722430295465,4.2724372312387295,99.04218009849812
2020-04-29,17,US,Arkansas,5.0,3193,57,1249.0,389.0,45449.0,3136.0,1755.4471235719054,12.182900093955526,1.7851550266207328,123.32818468096315
2020-04-29,17,US,California,6.0,48747,1946,,,603139.0,46801.0,1538.2816329674445,,3.992040535827846,124.32725252763296
2020-04-29,17,US,Colorado,8.0,14758,766,2275.0,2610.0,69449.0,13992.0,1225.538940494419,17.685323214527713,5.190405203957176,260.42856893283755
2020-04-29,17,US,Connecticut,9.0,26767,2169,,,94818.0,24598.0,2659.477343619181,,8.103261478686441,750.7670490482252
2020-04-29,17,US,Delaware,10.0,4655,144,1173.0,,21538.0,4511.0,2211.829560345217,,3.0934479054779818,478.0419074847704
2020-04-29,17,US,Diamond Princess,88888.0,49,0,0.0,,,49.0,,,0.0,
2020-04-29,17,US,District of Columbia,11.0,4106,205,660.0,,19229.0,3901.0,2724.6230600397594,,4.992693619094009,581.7932437736363
2020-04-29,17,US,Florida,12.0,33193,1218,,5624.0,373488.0,31975.0,1759.030427070516,16.943331425300514,3.6694483776699913,156.33031574174174
2020-04-29,17,US,Georgia,13.0,25775,1101,,5056.0,143939.0,24674.0,1419.6017453904785,19.615906886517944,4.271580989330747,254.2065387937917
2020-04-29,17,US,Grand Princess,99999.0,103,3,0.0,,,100.0,,,2.9126213592233015,
2020-04-29,17,US,Guam,66.0,141,5,130.0,,1847.0,136.0,1124.6491179998661,,3.5460992907801416,85.85572584622692
2020-04-29,17,US,Hawaii,15.0,613,16,505.0,69.0,29618.0,597.0,2091.982827913258,11.256117455138662,2.6101141924959217,43.297504001310934
2020-04-29,17,US,Idaho,16.0,1952,60,1087.0,173.0,28382.0,1892.0,1762.3131244578533,8.862704918032787,3.0737704918032787,121.20482062369568
2020-04-29,17,US,Illinois,17.0,50358,2215,,,256667.0,48143.0,2187.0704595645425,,4.398506692084673,429.10266689037246
2020-04-29,17,US,Indiana,18.0,17182,964,,,91550.0,16218.0,1398.9927252378286,,5.610522639972063,262.5613654291248
2020-04-29,17,US,Iowa,19.0,6843,148,2428.0,,41337.0,6695.0,1577.318844146612,,2.1627940961566563,261.1121477246841
2020-04-29,17,US,Kansas,20.0,3839,134,266.0,515.0,29458.0,3705.0,1208.0436729645585,13.414951810367286,3.490492315707216,157.43362280232668
2020-04-29,17,US,Kentucky,21.0,4537,234,1617.0,1331.0,52411.0,4303.0,1531.0067499137529,29.336566012783777,5.1575931232091685,132.53281991106252
2020-04-29,17,US,Louisiana,22.0,27660,1845,17303.0,,156568.0,25815.0,3405.676330236275,,6.670281995661606,601.6619442947177
2020-04-29,17,US,Maine,23.0,1056,52,615.0,166.0,20602.0,1004.0,1754.8462273617001,15.719696969696967,4.924242424242424,89.94843297223352
2020-04-29,17,US,Maryland,24.0,20849,1078,1361.0,4402.0,110929.0,19771.0,1866.4436717768729,21.11372248069452,5.170511775145091,350.79631217153326
2020-04-29,17,US,Massachusetts,25.0,60265,3405,,5758.0,265618.0,56860.0,3869.854651349141,9.554467767360824,5.6500456317929135,878.0157615958105
2020-04-29,17,US,Michigan,26.0,40399,3670,8342.0,,172352.0,36729.0,2163.2533848843123,,9.084383276813783,507.0627175544312
2020-04-29,17,US,Minnesota,27.0,4644,319,2043.0,950.0,66744.0,4325.0,1349.3324297889835,20.45650301464255,6.869078380706288,93.88558977496166
2020-04-29,17,US,Mississippi,28.0,6569,250,3413.0,1126.0,66094.0,6319.0,2282.87728058038,17.141117369462627,3.80575430050236,226.89231785233932
2020-04-29,17,US,Missouri,29.0,7660,338,,,77159.0,7322.0,1316.828729492977,,4.412532637075718,130.7288594709133
2020-04-29,17,US,Montana,30.0,451,16,382.0,61.0,13528.0,435.0,1562.1481615774833,13.525498891352552,3.547671840354768,52.079303730887425
2020-04-29,17,US,Nebraska,31.0,3851,56,,,23631.0,3795.0,1549.2974367850454,,1.4541677486367175,252.47955774445475
2020-04-29,17,US,Nevada,32.0,4934,230,100.0,,41028.0,4704.0,1360.0305234499851,,4.661532225374949,163.55636644979592
2020-04-29,17,US,New Hampshire,33.0,2058,60,936.0,249.0,20746.0,1998.0,1562.0247141131867,12.099125364431488,2.915451895043732,154.95261070302402
2020-04-29,17,US,New Jersey,34.0,116365,6771,15642.0,,241318.0,109594.0,2716.875004925587,,5.818759936406996,1310.0935692661385
2020-04-29,17,US,New Mexico,35.0,3213,112,705.0,509.0,61745.0,3101.0,3702.7752974004106,15.841892312480548,3.4858387799564268,192.6798450165604
2020-04-29,17,US,New York,36.0,299691,23477,53238.0,65397.0,872481.0,276214.0,5174.543066035428,21.82147612040401,7.833735414143233,1777.4186326157517
2020-04-29,17,US,North Carolina,37.0,10180,382,,,118440.0,9798.0,1194.2074285066105,,3.7524557956778,102.64295527015615
2020-04-29,17,US,North Dakota,38.0,1033,19,437.0,82.0,25536.0,1014.0,4210.956798775762,7.938044530493706,1.8393030009680544,170.34454782015047
2020-04-29,17,US,Northern Mariana Islands,69.0,14,2,12.0,,224.0,12.0,406.2091977368345,,14.285714285714285,25.388074858552155
2020-04-29,17,US,Ohio,39.0,17303,937,,3421.0,128908.0,16366.0,1153.6568383709835,19.77113795295613,5.415245911113679,154.85248607016734
2020-04-29,17,US,Oklahoma,40.0,3473,214,2319.0,693.0,61267.0,3259.0,1675.0445779976892,19.953930319608407,6.161819752375468,94.95209198077228
2020-04-29,17,US,Oregon,41.0,2446,101,,569.0,54472.0,2345.0,1359.3959083361076,23.262469337694203,4.129190515126737,61.04204713963356
2020-04-29,17,US,Pennsylvania,42.0,46327,2373,,,214883.0,43954.0,1707.1146074553185,,5.122282901979407,368.03980966192086
2020-04-29,17,US,Puerto Rico,72.0,1433,86,,,10746.0,1347.0,366.33158428694543,,6.0013956734124205,48.85102924652827
